Variant Name,Species,Similarity,Score,Start,End
TSHZ1,Latimeria chalumnae (Coelacanth),74.24242424242425,2401.0,0,3965
TSHZ1,Tetraodon nigroviridis (Tetraodon),71.98515769944342,2328.0,0,4038
TSHZ1,Myotis lucifugus (Microbat),83.36425479282622,2696.0,0,3604
TSHZ1,Tetraodon nigroviridis (Tetraodon),74.4655224330021,2473.0,0,4082
TSHZ1,Lepisosteus oculatus (Spotted gar),76.71614100185529,2481.0,0,3984
TSHZ1,Tursiops truncatus (Dolphin),84.01360544217688,2717.0,0,3616
TSHZ1,Loxodonta africana (Elephant),86.90696241528035,2821.0,0,3659
TSHZ1,Poecilia formosa (Amazon molly),71.42058165548099,2554.0,0,4256
TSHZ1,Dasypus novemcinctus (Armadillo),74.76808905380335,2418.0,0,3624
TSHZ1,Chlorocebus sabaeus (Vervet-AGM),95.20717377860235,3079.0,0,3350
TSHZ1,Poecilia formosa (Amazon molly),71.91577698695136,2425.0,0,4181
TSHZ1,Poecilia formosa (Amazon molly),71.53591824466487,2380.0,0,4181
TSHZ1,Gasterosteus aculeatus (Stickleback),74.71573907839617,2497.0,0,4079
TSHZ1,Gasterosteus aculeatus (Stickleback),74.02957486136785,2403.0,0,4077
TSHZ1,Otolemur garnettii (Bushbaby),89.42486085343229,2892.0,0,3570
TSHZ1,Echinops telfairi (Lesser hedgehog tenrec),75.91218305504019,2455.0,0,3884
TSHZ1,Procavia capensis (Hyrax),71.02659245516388,2297.0,0,3574
TSHZ1,Chinchilla lanigera (Long-tailed chinchilla),86.95114409400124,2812.0,0,3599
TSHZ1,Cavia porcellus (Guinea Pig),88.17901234567901,2857.0,0,3617
TSHZ1,Microtus ochrogaster (Prairie vole),84.57399103139014,2829.0,0,3750
TSHZ1,Ictidomys tridecemlineatus (Squirrel),87.72418058132344,2837.0,0,3589
TSHZ1,Cricetulus griseus (Chinese hamster CriGri),86.31611316113161,2807.0,0,3679
TSHZ1,Macaca nemestrina (Pig-tailed macaque),96.16573902288188,3110.0,0,3358
TSHZ1,Cercocebus atys (Sooty mangabey),96.22758194186765,3112.0,0,3356
TSHZ1,Nomascus leucogenys (Gibbon),97.89734075448361,3166.0,0,3302
TSHZ1,Mus caroli (Ryukyu mouse),86.3720073664825,2814.0,0,3678
TSHZ1,Mus spretus (Algerian mouse),86.75292667898952,2816.0,0,3664
TSHZ1,Mus pahari (Shrew mouse),86.77736777367774,2822.0,0,3664
TSHZ1,Capra hircus (Goat (black bengal)),84.11835748792271,2786.0,0,3760
TSHZ1,Danio rerio (Zebrafish),70.95197008915733,2467.0,0,4244
TSHZ1,Amphilophus citrinellus (Midas cichlid),74.0673339399454,2442.0,0,4089
TSHZ1,Cyprinodon variegatus (Sheepshead minnow),70.69351230425056,2528.0,0,4282
TSHZ1,Stegastes partitus (Bicolor damselfish),71.71091445427729,2431.0,0,4193
TSHZ1,Stegastes partitus (Bicolor damselfish),71.14093959731544,2544.0,0,4266
TSHZ1,Cyprinodon variegatus (Sheepshead minnow),70.92642240095324,2381.0,0,4210
TSHZ1,Amphiprion percula (Orange clownfish),71.25279642058166,2548.0,0,4262
TSHZ1,Amphiprion ocellaris (Clown anemonefish),71.71091445427729,2431.0,0,4193
TSHZ1,Oryzias latipes (Japanese medaka HdrR),70.94474153297683,2388.0,0,4212
TSHZ1,Amphiprion ocellaris (Clown anemonefish),71.30872483221476,2550.0,0,4260
TSHZ1,Maylandia zebra (Zebra mbuna),70.7180776753283,2531.0,0,4282
TSHZ1,Oryzias latipes (Japanese medaka HdrR),71.65685449957948,2556.0,0,4245
TSHZ1,Amphilophus citrinellus (Midas cichlid),70.03710575139146,2265.0,0,3975
TSHZ1,Fundulus heteroclitus (Mummichog),71.3327745180218,2553.0,0,4260
TSHZ1,Amphiprion percula (Orange clownfish),71.65191740412979,2429.0,0,4195
TSHZ1,Fundulus heteroclitus (Mummichog),71.79715302491103,2421.0,0,4185
TSHZ1,Oryzias melastigma (Indian medaka),71.7948717948718,2548.0,0,4235
TSHZ1,Maylandia zebra (Zebra mbuna),70.64896755162242,2395.0,0,4229
TSHZ1,Neolamprologus brichardi (Lyretail cichlid),70.62297018010038,2392.0,0,4229
TSHZ1,Astatotilapia calliptera (Eastern happy),70.61946902654867,2394.0,0,4230
TSHZ1,Xiphophorus maculatus (Platyfish),71.05704697986577,2541.0,0,4269
TSHZ1,Pundamilia nyererei (Makobe Island cichlid),71.94597912829957,2344.0,0,4148
TSHZ1,Neolamprologus brichardi (Lyretail cichlid),70.88926174496645,2535.0,0,4275
TSHZ1,Pundamilia nyererei (Makobe Island cichlid),70.8298407376362,2535.0,0,4278
TSHZ1,Xiphophorus maculatus (Platyfish),71.34814814814816,2408.0,0,4201
TSHZ1,Vulpes vulpes (Red fox),81.56828703703704,2819.0,0,3871
TSHZ1,Sphenodon punctatus (Tuatara),79.87012987012987,2583.0,0,3873
TSHZ1,Neovison vison (American mink),84.32282003710576,2727.0,0,3609
TSHZ1,Chelonoidis abingdonii (Abingdon island giant tortoise),79.65367965367966,2576.0,0,3868
TSHZ1,Mus spicilegus (Steppe mouse),85.96165739022882,2780.0,0,3667
TSHZ1,Anser brachyrhynchus (Pink-footed goose),74.09297052154194,2614.0,0,4148
TSHZ1,Notechis scutatus (Mainland tiger snake),77.11811997526283,2494.0,0,3941
TSHZ1,Phascolarctos cinereus (Koala),80.73593073593074,2611.0,0,3782
TSHZ1,Bos mutus (Wild yak),83.20964749536178,2691.0,0,3636
TSHZ1,Parus major (Great Tit),77.0104895104895,2643.0,0,4023
TSHZ1,Salvator merianae (Argentine black and white tegu),78.726035868893,2546.0,0,3901
TSHZ1,Crocodylus porosus (Australian saltwater crocodile),79.6740467404674,2591.0,0,3895
TSHZ1,Coturnix japonica (Japanese quail),79.99381570810142,2587.0,0,3863
TSHZ1,Bos taurus (Cow),83.06595365418895,2796.0,0,3804
