Variant Name,Species,Similarity,Score,Start,End
RNA58SN2,Gasterosteus aculeatus (Stickleback),84.9673202614379,130.0,0,168
RNA58SN2,Tetraodon nigroviridis (Tetraodon),96.07843137254902,147.0,0,157
RNA58SN2,Tetraodon nigroviridis (Tetraodon),94.77124183006535,145.0,0,158
RNA58SN2,Sorex araneus (Shrew),100.0,153.0,0,153
RNA58SN2,Capra hircus (Goat (black bengal)),100.0,153.0,0,153
RNA58SN2,Danio rerio (Zebrafish),96.75324675324676,149.0,0,158
RNA58SN2,Danio rerio (Zebrafish),96.75324675324676,149.0,0,158
RNA58SN2,Danio rerio (Zebrafish),96.75324675324676,149.0,0,158
RNA58SN2,Danio rerio (Zebrafish),96.1038961038961,148.0,0,159
RNA58SN2,Amphiprion percula (Orange clownfish),83.00653594771242,127.0,0,177
RNA58SN2,Oryzias melastigma (Indian medaka),92.20779220779221,142.0,0,165
RNA58SN2,Coturnix japonica (Japanese quail),98.69281045751634,151.0,0,155
RNA58SN2,Crocodylus porosus (Australian saltwater crocodile),99.34640522875817,152.0,0,154
RNA58SN2,Callorhinchus milii (Elephant shark),96.73202614379085,148.0,0,158
RNA58SN2,Bos indicus x Bos taurus (Hybrid - Bos Taurus),100.0,153.0,0,153
RNA58SN2,Strigops habroptila (Kakapo),99.34640522875817,152.0,0,154
RNA58SN2,Serinus canaria (Common canary),99.34640522875817,152.0,0,154
RNA58SN2,Nothobranchius furzeri (Turquoise killifish),87.5776397515528,141.0,0,173
RNA58SN2,Naja naja (Indian cobra),96.07843137254902,147.0,0,159
RNA58SN2,Vombatus ursinus (Common wombat),99.34640522875817,152.0,0,154
RNA58SN2,Pseudonaja textilis (Eastern brown snake),98.0392156862745,150.0,0,156
RNA58SN2,Pseudonaja textilis (Eastern brown snake),98.0392156862745,150.0,0,156
RNA58SN2,Terrapene carolina triunguis (Three-toed box turtle),99.34640522875817,152.0,0,154
RNA58SN2,Bos grunniens (Domestic yak),100.0,153.0,0,153
RNA58SN2,Scleropages formosus two (Asian bonytongue),96.75324675324676,149.0,0,158
