Variant Name,Species,Similarity,Score,Start,End
POU4F1,Tursiops truncatus (Dolphin),74.44444444444444,938.0,0,1582
POU4F1,Poecilia formosa (Amazon molly),72.3015873015873,911.0,0,1459
POU4F1,Pteropus vampyrus (Megabat),77.17219589257503,977.0,0,1549
POU4F1,Ochotona princeps (Pika),89.76190476190476,1131.0,0,1359
POU4F1,Cricetulus griseus (Chinese hamster CriGri),95.33965244865719,1207.0,0,1319
POU4F1,Macaca nemestrina (Pig-tailed macaque),87.93650793650794,1108.0,0,1295
POU4F1,Cercocebus atys (Sooty mangabey),90.23809523809524,1137.0,0,1293
POU4F1,Capra hircus (Goat (black bengal)),94.94470774091627,1202.0,0,1324
POU4F1,Mus caroli (Ryukyu mouse),95.40775930324624,1205.0,0,1318
POU4F1,Mus spretus (Algerian mouse),77.38095238095238,975.0,0,1285
POU4F1,Mus pahari (Shrew mouse),80.87301587301587,1019.0,0,1303
POU4F1,Danio rerio (Zebrafish),74.20634920634922,935.0,0,1432
POU4F1,Maylandia zebra (Zebra mbuna),70.87301587301587,893.0,0,1474
POU4F1,Oryzias latipes (Japanese medaka HdrR),73.09523809523809,921.0,0,1452
POU4F1,Amphiprion ocellaris (Clown anemonefish),74.28571428571429,936.0,0,1449
POU4F1,Cyprinodon variegatus (Sheepshead minnow),71.9047619047619,906.0,0,1464
POU4F1,Oryzias melastigma (Indian medaka),73.17460317460316,922.0,0,1493
POU4F1,Xiphophorus maculatus (Platyfish),72.06349206349206,908.0,0,1459
POU4F1,Sphenodon punctatus (Tuatara),81.74603174603175,1030.0,0,1358
POU4F1,Anser brachyrhynchus (Pink-footed goose),73.96825396825398,932.0,0,1381
POU4F1,Notechis scutatus (Mainland tiger snake),81.82539682539682,1031.0,0,1372
POU4F1,Chelonoidis abingdonii (Abingdon island giant tortoise),82.06349206349206,1034.0,0,1366
POU4F1,Phascolarctos cinereus (Koala),82.42159008023341,1130.0,0,1501
POU4F1,Coturnix japonica (Japanese quail),83.80952380952381,1056.0,0,1374
POU4F1,Salvator merianae (Argentine black and white tegu),83.96825396825398,1058.0,0,1369
POU4F1,Bos taurus (Cow),94.94470774091627,1202.0,0,1324
POU4F1,Callorhinchus milii (Elephant shark),71.03174603174604,895.0,0,1451
POU4F1,Electrophorus electricus (Electric eel),73.4920634920635,926.0,0,1438
POU4F1,Bos indicus x Bos taurus (Hybrid - Bos Taurus),94.94470774091627,1202.0,0,1324
POU4F1,Taeniopygia guttata (Zebra finch),84.04761904761905,1059.0,0,1371
POU4F1,Aquila chrysaetos chrysaetos (Golden eagle),84.52380952380952,1065.0,0,1365
POU4F1,Propithecus coquereli (Coquerel's sifaka),96.12954186413903,1217.0,0,1309
POU4F1,Labrus bergylta (Ballan wrasse),72.46031746031746,913.0,0,1457
POU4F1,Pygocentrus nattereri (Red-bellied piranha),73.25396825396825,923.0,0,1480
POU4F1,Astyanax mexicanus (Mexican tetra),72.85714285714285,918.0,0,1485
POU4F1,Haplochromis burtoni (Burton's mouthbrooder),71.11111111111111,896.0,0,1471
POU4F1,Seriola lalandi dorsalis (Yellowtail amberjack),72.22222222222221,910.0,0,1460
POU4F1,Nannospalax galili (Upper Galilee mountains blind mole rat),73.17460317460316,922.0,0,1286
POU4F1,Aotus nancymaae (Ma's night monkey),96.12034837688044,1214.0,0,1309
POU4F1,Rhinopithecus bieti (Black snub-nosed monkey),96.3921568627451,1229.0,0,1306
POU4F1,Chrysemys picta bellii (Painted turtle),81.9047619047619,1032.0,0,1368
POU4F1,Pan troglodytes (Chimpanzee),83.0952380952381,1047.0,0,1266
POU4F1,Panthera pardus (Leopard),72.06349206349206,908.0,0,1285
POU4F1,Microcebus murinus (Mouse Lemur),86.03174603174604,1084.0,0,1286
POU4F1,Cynoglossus semilaevis (Tongue sole),71.98412698412699,907.0,0,1463
POU4F1,Urocitellus parryii (Arctic ground squirrel),92.41706161137441,1170.0,0,1356
POU4F1,Kryptolebias marmoratus (Mangrove rivulus),78.88888888888889,994.0,0,1421
POU4F1,Acanthochromis polyacanthus (Spiny chromis),74.60317460317461,940.0,0,1445
POU4F1,Hucho hucho (Huchen),71.34920634920636,899.0,0,1456
POU4F1,Octodon degus (Degu),71.03174603174604,895.0,0,1283
POU4F1,Sinocyclocheilus grahami (Golden-line barbel),74.36507936507937,937.0,0,1433
POU4F1,Lates calcarifer (Barramundi perch),72.3015873015873,911.0,0,1459
POU4F1,Sinocyclocheilus grahami (Golden-line barbel),74.52380952380952,939.0,0,1422
POU4F1,Canis lupus familiaris (Dog - Boxer),95.81358609794628,1213.0,0,1313
POU4F1,Cyclopterus lumpus (Lumpfish),71.58730158730158,902.0,0,1456
POU4F1,Sander lucioperca (Pike-perch),71.98412698412699,907.0,0,1463
POU4F1,Nothobranchius furzeri (Turquoise killifish),72.14285714285714,909.0,0,1461
POU4F1,Balaenoptera musculus (Blue whale),94.98039215686275,1211.0,0,1324
POU4F1,Leptobrachium leishanense (Leishan spiny toad),73.33333333333333,924.0,0,1464
POU4F1,Naja naja (Indian cobra),82.38095238095238,1038.0,0,1374
POU4F1,Ovis aries (Sheep),94.8657187993681,1201.0,0,1325
POU4F1,Phocoena sinus (Vaquita),94.98039215686275,1211.0,0,1324
POU4F1,Sciurus vulgaris (Eurasian red squirrel),92.4960505529226,1171.0,0,1355
POU4F1,Oncorhynchus kisutch (Coho salmon),70.7936507936508,892.0,0,1469
POU4F1,Oncorhynchus kisutch (Coho salmon),70.7936507936508,892.0,0,1469
POU4F1,Terrapene carolina triunguis (Three-toed box turtle),82.3015873015873,1037.0,0,1366
POU4F1,Moschus moschiferus (Siberian musk deer),95.47619047619048,1203.0,0,1308
POU4F1,Cottoperca gobio (Channel bull blenny),70.95238095238095,894.0,0,1470
POU4F1,Rhinolophus ferrumequinum (Greater horseshoe bat),94.92063492063491,1196.0,0,1324
POU4F1,Sparus aurata (Gilthead seabream),72.61904761904762,915.0,0,1452
POU4F1,Pseudonaja textilis (Eastern brown snake),81.82539682539682,1031.0,0,1372
POU4F1,Larimichthys crocea (Large yellow croaker),72.14285714285714,909.0,0,1458
POU4F1,Takifugu rubripes (Fugu),71.98412698412699,907.0,0,1457
POU4F1,Oryctolagus cuniculus (Rabbit),78.4920634920635,989.0,0,1291
POU4F1,Bos grunniens (Domestic yak),93.0952380952381,1173.0,0,1308
POU4F1,Camelus dromedarius (Arabian camel),72.46031746031746,913.0,0,1295
POU4F1,Oreochromis niloticus (Nile tilapia),71.19047619047619,897.0,0,1473
POU4F1,Oryzias sinensis (Chinese medaka),73.25396825396825,923.0,0,1450
POU4F1,Denticeps clupeoides (Denticle herring),77.77777777777779,980.0,0,1408
POU4F1,Ornithorhynchus anatinus (Platypus),84.43935926773455,1107.0,0,1464
POU4F1,Scleropages formosus two (Asian bonytongue),73.33333333333333,924.0,0,1467
POU4F1,Scleropages formosus two (Asian bonytongue),73.17460317460316,922.0,0,1451
POU4F1,Betta splendens (Siamese fighting fish),72.14285714285714,909.0,0,1458
POU4F1,Macaca mulatta (Macaque),96.85534591194968,1232.0,0,1300
POU4F1,Myripristis murdjan (Pinecone soldierfish),72.53968253968253,914.0,0,1462
POU4F1,Gopherus evgoodei (Goodes thornscrub tortoise),82.46031746031746,1039.0,0,1367
POU4F1,Oryzias javanicus (Javanese ricefish),73.80952380952381,930.0,0,1440
POU4F1,Podarcis muralis (Common wall lizard),80.0,1008.0,0,1368
POU4F1,Physeter catodon (Sperm whale),85.79365079365078,1081.0,0,1298
POU4F1,Monodelphis domestica (Opossum),81.67456556082149,1034.0,0,1492
POU4F1,Catagonus wagneri (Chacoan peccary),94.6159936658749,1195.0,0,1328
POU4F1,Delphinapterus leucas (Beluga whale),93.88888888888889,1183.0,0,1307
POU4F1,Carassius auratus (Goldfish),74.60317460317461,940.0,0,1424
POU4F1,Esox lucius (Northern pike),70.7936507936508,892.0,0,1472
POU4F1,Carassius auratus (Goldfish),73.96825396825398,932.0,0,1432
POU4F1,Mastacembelus armatus (Zig-zag eel),71.5079365079365,901.0,0,1466
POU4F1,Anabas testudineus (Climbing perch),71.5079365079365,901.0,0,1469
POU4F1,Gadus morhua (Atlantic cod),74.84126984126985,943.0,0,1439
POU4F1,Felis catus (Cat),95.18167456556083,1205.0,0,1321
POU4F1,Macaca fascicularis (Crab-eating macaque),97.53968253968253,1229.0,0,1291
POU4F1,Scophthalmus maximus (Turbot),76.34920634920634,962.0,0,1414
POU4F1,Callithrix jacchus (White-tufted-ear marmoset),95.57661927330173,1210.0,0,1316
POU4F1,Canis lupus familiaris (Dog - Boxer),96.11111111111111,1211.0,0,1309
POU4F1,Pongo abelii (Sumatran orangutan),98.02994483845548,1244.0,0,1285
POU4F1,Oncorhynchus mykiss (Rainbow trout),70.95238095238095,894.0,0,1467
POU4F1,Cyprinus carpio carpio (Common carp),74.84126984126985,943.0,0,1424
POU4F1,Cyprinus carpio carpio (Common carp),74.44444444444444,938.0,0,1426
POU4F1,Dicentrarchus labrax (European seabass),72.38095238095238,912.0,0,1455
POU4F1,Oncorhynchus mykiss (Rainbow trout),71.11111111111111,896.0,0,1465
POU4F1,Gallus gallus (Chicken),84.68253968253968,1067.0,0,1363
POU4F1,Xenopus tropicalis (Tropical clawed frog),72.77777777777777,917.0,0,1459
POU4F1,Sus scrofa (Pig - Hampshire),94.94470774091627,1202.0,0,1324
POU4F1,Sarcophilus harrisii (Tasmanian devil),87.77777777777777,1106.0,0,1369
POU4F1,Equus asinus (Donkey),94.52380952380952,1191.0,0,1302
POU4F1,Equus caballus (Horse),77.07535121328225,1207.0,0,1619
POU4F1,Cebus imitator (Panamanian white-faced capuchin),93.25396825396825,1175.0,0,1300
POU4F1,Heterocephalus glaber (Naked mole-rat),93.73015873015873,1181.0,0,1321
POU4F1,Rattus norvegicus (Rat),95.02369668246445,1203.0,0,1323
POU4F1,Mus musculus (Mouse),95.57661927330173,1210.0,0,1316
POU4F2,Myotis lucifugus (Microbat),92.52032520325203,1138.0,0,1310
POU4F2,Lepisosteus oculatus (Spotted gar),76.260162601626,938.0,0,1435
POU4F2,Petromyzon marinus (Lamprey),73.2520325203252,901.0,0,1418
POU4F2,Pteropus vampyrus (Megabat),92.92682926829269,1143.0,0,1314
POU4F2,Latimeria chalumnae (Coelacanth),74.79674796747967,920.0,0,1447
POU4F2,Loxodonta africana (Elephant),91.70731707317074,1128.0,0,1323
POU4F2,Poecilia formosa (Amazon molly),78.86178861788618,970.0,0,1424
POU4F2,Dasypus novemcinctus (Armadillo),91.869918699187,1130.0,0,1321
POU4F2,Chlorocebus sabaeus (Vervet-AGM),96.91056910569105,1192.0,0,1259
POU4F2,Mustela putorius furo (Ferret),92.19512195121952,1134.0,0,1323
POU4F2,Gasterosteus aculeatus (Stickleback),72.52032520325203,892.0,0,1397
POU4F2,Otolemur garnettii (Bushbaby),93.08943089430895,1145.0,0,1309
POU4F2,Tursiops truncatus (Dolphin),85.20325203252033,1048.0,0,1412
POU4F2,Sorex araneus (Shrew),71.869918699187,884.0,0,1288
